ProductID,ProductName,BrandDesc,ProductSize,Currency,MRP,SalePrice,Discount,BrandID
AYESHA82,AYESHA82 - Jewellery-Women,mens rugged black leather adjustable neck piece with a metal anchor pendant,Nan,Rs.,499,149,70% off,38
AYESHA83,AYESHA83 - Jewellery-Women,set of four contemporary silver-toned stud earrings,Nan,Rs.,299,149,50% off,38
AYESHA84,AYESHA84 - Jewellery-Women,butterfly pendant statement gold-toned layered necklace,Nan,Rs.,699,349,50% off,38
AYESHA85,AYESHA85 - Jewellery-Women,ethnic gold-toned oxidized pearl drop hook earrings,Nan,Rs.,299,149,50% off,38
AYESHA86,AYESHA86 - Jewellery-Women,set of three colorful silk scrunchie hair ties,Nan,Rs.,399,199,50% off,38
AYESHA87,AYESHA87 - Jewellery-Women,geometric shaped pendant gold-toned choker necklace,Nan,Rs.,1198,359,70% off,38
AYESHA88,AYESHA88 - Jewellery-Women,womens metallic gold western charm necklace with metallic balls and a rhinestone pendant - multi,Nan,Rs.,898,449,50% off,38
AYESHA89,AYESHA89 - Jewellery-Women,set of four metallic gold & rose gold textured mini claw clips,Nan,Rs.,598,299,50% off,38
AYESHA90,AYESHA90 - Jewellery-Women,butterfly mini pendant silver-toned diamante studded dainty necklace,Nan,Rs.,499,249,50% off,38
AYESHA91,AYESHA91 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,298,89,70% off,38
AYESHA92,AYESHA92 - Jewellery-Women,mens rasta jamaican set of 5 rugged leather braided bracelets,Nan,Rs.,798,239,70% off,38
AYESHA93,AYESHA93 - Jewellery-Women,ethnic gold-toned circular ghungroo jhumki drop earrings,Nan,Rs.,499,249,50% off,38
AYESHA94,AYESHA94 - Jewellery-Women,top-knot pink thick fabric oversized hair band,Nan,Rs.,399,199,50% off,38
AYESHA95,AYESHA95 - Jewellery-Women,womens sliver plated beads bracelet - multi,Nan,Rs.,298,149,50% off,38
AYESHA96,AYESHA96 - Jewellery-Women,dainty pearl and metallic chain tassel gold-toned dangler earrings,Nan,Rs.,799,399,50% off,38
AYESHA97,AYESHA97 - Jewellery-Women,womens blue beaded multi string boho western bracelet - multi,Nan,Rs.,298,149,50% off,38
AYESHA98,AYESHA98 - Jewellery-Women,womens metallic tassel drop earrings - multi,Nan,Rs.,598,179,70% off,38
AYESHA99,AYESHA99 - Jewellery-Women,oversized handcrafted ethnic gold ghungroo hook circular drop earrings,Nan,Rs.,398,199,50% off,38
AYESHA100,AYESHA100 - Jewellery-Women,pearl studded criss cross gold-toned dainty choker necklace,Nan,Rs.,1198,359,70% off,38
AYESHA101,AYESHA101 - Jewellery-Women,womens white glitter bangles set (18pcs) - multi,Nan,Rs.,398,199,50% off,38
AYESHA102,AYESHA102 - Jewellery-Women,womens western metallic gold big hoop with white crystal drop earrings - multi,Nan,Rs.,798,399,50% off,38
AYESHA103,AYESHA103 - Jewellery-Women,mens brown pendant necklace,Nan,Rs.,499,149,70% off,38
AYESHA104,AYESHA104 - Jewellery-Women,top-knot black thick fabric oversized hair band,Nan,Rs.,399,199,50% off,38
AYESHA105,AYESHA105 - Jewellery-Women,chunky bold stone studded gold-toned drop earrings,Nan,Rs.,499,249,50% off,38
AYESHA106,AYESHA106 - Jewellery-Women,set of three colorful silk scrunchie hair ties,Nan,Rs.,399,199,50% off,38
AYESHA107,AYESHA107 - Jewellery-Women,contemporary rhinestone studded metallic diamond shaped drop earrings,Nan,Rs.,998,299,70% off,38
AYESHA108,AYESHA108 - Jewellery-Women,womens ethnic tribal ornate metallic silver bangles (set of 2) - multi,Nan,Rs.,398,199,50% off,38
AYESHA109,AYESHA109 - Jewellery-Women,set of four statement gold-toned pearl studded hairclips,Nan,Rs.,599,299,50% off,38
AYESHA110,AYESHA110 - Jewellery-Women,womens multi-strand glass beads attached to cloth with a magnetic clasp western statement necklace - multi,Nan,Rs.,1298,649,50% off,38
AYESHA111,AYESHA111 - Jewellery-Women,womens tribal dots with stone ethnic earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA112,AYESHA112 - Jewellery-Women,"set of 6 gold-toned, pearl, animal tortoise shell print stud & hoop earrings",Nan,Rs.,798,399,50% off,38
AYESHA113,AYESHA113 - Jewellery-Women,womens 70's style ethnic tribal blue floral drop earrings - multi,Nan,Rs.,798,239,70% off,38
AYESHA114,AYESHA114 - Jewellery-Women,womens gold plated stud and drop earrings set of 6 pairs - yellow,Nan,Rs.,698,349,50% off,38
AYESHA115,AYESHA115 - Jewellery-Women,oval charms gold-toned triple layered necklace,Nan,Rs.,898,449,50% off,38
AYESHA116,AYESHA116 - Jewellery-Women,"womens set of 6 metallic ball shaped studs and monochromatic circular, triangular, square hoops western earrings - multi",Nan,Rs.,598,299,50% off,38
AYESHA117,AYESHA117 - Jewellery-Women,womens multi earrings,Nan,Rs.,298,89,70% off,38
AYESHA118,AYESHA118 - Jewellery-Women,mini evil-eye pendant diamante studded gold-toned dainty necklace,Nan,Rs.,898,269,70% off,38
AYESHA119,AYESHA119 - Jewellery-Women,chunky bold twisted organic gold-toned oversized stud earrings,Nan,Rs.,399,199,50% off,38
AYESHA120,AYESHA120 - Jewellery-Women,mens metallic silver cuboid link bracelet,Nan,Rs.,898,269,70% off,38
AYESHA121,AYESHA121 - Jewellery-Women,contemporary cable chain-link statement gold-toned layered necklace,Nan,Rs.,499,249,50% off,38
AYESHA122,AYESHA122 - Jewellery-Women,contemporary circular gun metal black metallic cuff bracelet,Nan,Rs.,898,269,70% off,38
AYESHA123,AYESHA123 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,298,89,70% off,38
AYESHA124,AYESHA124 - Jewellery-Women,womens silver plated earring - multi,Nan,Rs.,198,99,50% off,38
AYESHA125,AYESHA125 - Jewellery-Women,butterfly pendant chain-link statement gold-toned necklace,Nan,Rs.,798,399,50% off,38
AYESHA126,AYESHA126 - Jewellery-Women,womens metallic silver circular crystal studded diamante tassel drop western earrings,Nan,Rs.,1298,649,50% off,38
AYESHA127,AYESHA127 - Jewellery-Women,"womens antique gold toned chandelier shaped ethnic, tribal dangle earrings with pearls and charms - multi",Nan,Rs.,598,299,50% off,38
AYESHA128,AYESHA128 - Jewellery-Women,womens black metallic gold studded wrap-around leather bracelet - multi,Nan,Rs.,698,349,50% off,38
AYESHA129,AYESHA129 - Jewellery-Women,mini butterfly pendant gold-toned dainty necklace,Nan,Rs.,899,269,70% off,38
AYESHA130,AYESHA130 - Jewellery-Women,"statement star, globe & moon pendant chain-link gold-toned layered necklace",Nan,Rs.,1298,389,70% off,38
AYESHA131,AYESHA131 - Jewellery-Women,womens oversized textured danger earrings - multi,Nan,Rs.,598,299,50% off,38
AYESHA132,AYESHA132 - Jewellery-Women,"heart, star & moon pendant statement gold-toned layered necklace",Nan,Rs.,1298,389,70% off,38
AYESHA133,AYESHA133 - Jewellery-Women,womens set of 9 fluorescent pink and purple multi-shaped western style stud earrings - multi,Nan,Rs.,298,149,50% off,38
AYESHA134,AYESHA134 - Jewellery-Women,womens set of metallic gold studs and dangler western earrings (5pcs) - yellow,Nan,Rs.,698,349,50% off,38
AYESHA135,AYESHA135 - Jewellery-Women,womens matt black and blue set of 24 classic bangles - multi,Nan,Rs.,598,299,50% off,38
AYESHA136,AYESHA136 - Jewellery-Women,set of 6 gold-toned & pearl party stud & hoop earrings,Nan,Rs.,798,399,50% off,38
AYESHA137,AYESHA137 - Jewellery-Women,womens metallic gold tassel long drop diamante decor western earrings,Nan,Rs.,698,349,50% off,38
AYESHA138,AYESHA138 - Jewellery-Women,set of three colorful silk scrunchie hair ties,Nan,Rs.,399,199,50% off,38
AYESHA139,AYESHA139 - Jewellery-Women,mini butterfly pendant iridescent rhinestone studded gold-toned dainty necklace,Nan,Rs.,898,269,70% off,38
AYESHA140,AYESHA140 - Jewellery-Women,oversized twisted circular gold-toned pearl drop earrings,Nan,Rs.,898,269,70% off,38
AYESHA141,AYESHA141 - Jewellery-Women,womens metallic gold long chain with ring charm drop western earrings - multi,Nan,Rs.,198,99,50% off,38
AYESHA142,AYESHA142 - Jewellery-Women,"womens antique silver toned ethnic, tribal long dangle earrings featuring a dark red rhinestone - multi",Nan,Rs.,698,349,50% off,38
AYESHA143,AYESHA143 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,298,89,70% off,38
AYESHA144,AYESHA144 - Jewellery-Women,mens set of 3 rugged black leather adjustable bracelets with beads and a carved metal cross,Nan,Rs.,598,179,70% off,38
AYESHA145,AYESHA145 - Jewellery-Women,womens set of 9 metallic coloured big multi-shaped western style stud earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA146,AYESHA146 - Jewellery-Women,womens metallic silver hoop studded diamante tassel drop western earrings - silver,Nan,Rs.,898,449,50% off,38
AYESHA147,AYESHA147 - Jewellery-Women,mens rugged brown leather adjustable multi-layer bracelet and necklace,Nan,Rs.,298,89,70% off,38
AYESHA148,AYESHA148 - Jewellery-Women,mens brown rugged adjustable leather cross pendant necklace,Nan,Rs.,598,179,70% off,38
AYESHA149,AYESHA149 - Jewellery-Women,mens set of 3 rugged black leather adjustable bracelets with beads and a carved metal anchor,Nan,Rs.,598,179,70% off,38
AYESHA150,AYESHA150 - Jewellery-Women,mens rugged black leather adjustable bracelet with metal charms and beads,Nan,Rs.,499,149,70% off,38
AYESHA151,AYESHA151 - Jewellery-Women,charm pendant statement layered necklace,Nan,Rs.,998,499,50% off,38
AYESHA152,AYESHA152 - Jewellery-Women,womens asymmetrical pearl lock statement necklace - multi,Nan,Rs.,798,399,50% off,38
AYESHA153,AYESHA153 - Jewellery-Women,"womens metallic gold pearl and rhinestone studded hair pin, earrings and pendant western necklace set - yellow",Nan,Rs.,898,449,50% off,38
AYESHA154,AYESHA154 - Jewellery-Women,oversized pearl studded silver-toned circular double layered hoop earrings,Nan,Rs.,699,209,70% off,38
AYESHA155,AYESHA155 - Jewellery-Women,womens round foliage filigree motif silver plated layered necklace - silver,Nan,Rs.,998,499,50% off,38
AYESHA156,AYESHA156 - Jewellery-Women,oversized pearl drop gold-toned circular dangler earrings,Nan,Rs.,898,269,70% off,38
AYESHA157,AYESHA157 - Jewellery-Women,ethnic oxidized jhumki drop earrings,Nan,Rs.,998,299,70% off,38
AYESHA158,AYESHA158 - Jewellery-Women,set of 6 gold-toned & pearl diamante stud & hoop earrings,Nan,Rs.,798,399,50% off,38
AYESHA159,AYESHA159 - Jewellery-Women,womens metallic multi layered gold glitter bangles - yellow,Nan,Rs.,598,299,50% off,38
AYESHA160,AYESHA160 - Jewellery-Women,womens silver plated earrings - multi,Nan,Rs.,298,89,70% off,38
AYESHA161,AYESHA161 - Jewellery-Women,womens antique silver toned oversized circular star cut with black pearl charms tribal ethnic earrings - silver,Nan,Rs.,398,119,70% off,38
AYESHA162,AYESHA162 - Jewellery-Women,contemporary butterfly gold-toned metallic cuff bracelet,Nan,Rs.,898,269,70% off,38
AYESHA163,AYESHA163 - Jewellery-Women,womens black and white bangles set (18pcs) - multi,Nan,Rs.,398,199,50% off,38
AYESHA164,AYESHA164 - Jewellery-Women,set of three statement gold-toned pearl studded hairclips,Nan,Rs.,499,249,50% off,38
AYESHA165,AYESHA165 - Jewellery-Women,set of four contemporary gold-toned stud earrings,Nan,Rs.,299,149,50% off,38
AYESHA166,AYESHA166 - Jewellery-Women,mens rugged black leather wrap around bracelet and necklace,Nan,Rs.,398,119,70% off,38
AYESHA167,AYESHA167 - Jewellery-Women,lock and heart pendant statement layered necklace,Nan,Rs.,1198,599,50% off,38
AYESHA168,AYESHA168 - Jewellery-Women,ethnic gold-toned curved ghungroo jhumki drop earrings,Nan,Rs.,499,249,50% off,38
AYESHA169,AYESHA169 - Jewellery-Women,lock mini pendant silver-toned stone studded dainty necklace,Nan,Rs.,599,299,50% off,38
AYESHA170,AYESHA170 - Jewellery-Women,womens metallic gold diamante long drop western earrings,Nan,Rs.,698,349,50% off,38
AYESHA171,AYESHA171 - Jewellery-Women,mens camouflage pixel baseball cap,Nan,Rs.,998,299,70% off,38
AYESHA172,AYESHA172 - Jewellery-Women,mens black leather designer bracelet - multi,Nan,Rs.,598,179,70% off,38
AYESHA173,AYESHA173 - Jewellery-Women,set of three classic matte black claw clips,Nan,Rs.,298,149,50% off,38
AYESHA174,AYESHA174 - Jewellery-Women,ethnic gold-toned oxidized petal drop earrings,Nan,Rs.,499,249,50% off,38
AYESHA175,AYESHA175 - Jewellery-Women,statement handcrafted ethnic silver-toned mirror ghungroo choker necklace,Nan,Rs.,1998,599,70% off,38
AYESHA176,AYESHA176 - Jewellery-Women,womens stone studded silver plated drop earrings - multi,Nan,Rs.,898,449,50% off,38
AYESHA177,AYESHA177 - Jewellery-Women,ethnic gold-toned oxidized peacock drop earrings,Nan,Rs.,299,149,50% off,38
AYESHA178,AYESHA178 - Jewellery-Women,womens set of four neon stud earrings - multi,Nan,Rs.,198,99,50% off,38
AYESHA179,AYESHA179 - Jewellery-Women,womens metallic silver set of 4 diamante studded western earrings - silver,Nan,Rs.,298,149,50% off,38
AYESHA180,AYESHA180 - Jewellery-Women,womens western metallic silver embellished bracelet - multi,Nan,Rs.,499,149,70% off,38
AYESHA181,AYESHA181 - Jewellery-Women,mens rugged black leather wrap around bracelet,Nan,Rs.,698,209,70% off,38
AYESHA182,AYESHA182 - Jewellery-Women,womens multicoloured stud earrings set of 12 - multi,Nan,Rs.,499,249,50% off,38
AYESHA183,AYESHA183 - Jewellery-Women,womes gold plated earring,Nan,Rs.,698,349,50% off,38
AYESHA184,AYESHA184 - Jewellery-Women,chunky coin & lock pendant chain-link statement gold-toned layered necklace,Nan,Rs.,798,399,50% off,38
AYESHA185,AYESHA185 - Jewellery-Women,womens geometric metallic studs set of 6 pairs - multi,Nan,Rs.,298,89,70% off,38
AYESHA186,AYESHA186 - Jewellery-Women,set of 3 quirky green flower rubber band for women - multi,Nan,Rs.,198,99,50% off,38
AYESHA187,AYESHA187 - Jewellery-Women,top-knot red thick fabric oversized hair band,Nan,Rs.,399,199,50% off,38
AYESHA188,AYESHA188 - Jewellery-Women,womens oval stone encrusted ring - multi,Nan,Rs.,398,119,70% off,38
AYESHA189,AYESHA189 - Jewellery-Women,womens set of four neon stud earrings,Nan,Rs.,198,99,50% off,38
AYESHA190,AYESHA190 - Jewellery-Women,girl power shakti gold-toned bracelet,Nan,Rs.,0.8,598,10% off,38
AYESHA191,AYESHA191 - Jewellery-Women,mens black leather bracelet studded with metallic silver pentacles,Nan,Rs.,698,209,70% off,38
AYESHA192,AYESHA192 - Jewellery-Women,womes silver plated earring,Nan,Rs.,398,199,50% off,38
AYESHA193,AYESHA193 - Jewellery-Women,girls lil star unicorn print pastel blue zipper bag,Nan,Rs.,898,449,50% off,38
AYESHA194,AYESHA194 - Jewellery-Women,"womens antique silver toned geometric earrings with mantra and green bead charms ethnic, tribal earrings - multi",Nan,Rs.,499,249,50% off,38
AYESHA195,AYESHA195 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,0.8,598,10% off,38
AYESHA196,AYESHA196 - Jewellery-Women,womens pink leather multi strand with metallic silver studded wrap-around bracelet - multi,Nan,Rs.,398,199,50% off,38
AYESHA197,AYESHA197 - Jewellery-Women,womens silver tree filigree with black hollow hoops ethnic earrings - multi,Nan,Rs.,248,124,50% off,38
AYESHA198,AYESHA198 - Jewellery-Women,ethnic gold pearl drop earrings,Nan,Rs.,1298,389,70% off,38
AYESHA199,AYESHA199 - Jewellery-Women,womens western peace symbol mesh earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA200,AYESHA200 - Jewellery-Women,womens western neon pink mesh earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA201,AYESHA201 - Jewellery-Women,ethnic black big stud earrings,Nan,Rs.,898,269,70% off,38
AYESHA202,AYESHA202 - Jewellery-Women,ethnic gold-toned oxidized circular drop earrings,Nan,Rs.,499,249,50% off,38
AYESHA203,AYESHA203 - Jewellery-Women,womens set of four neon stud earrings - multi,Nan,Rs.,198,99,50% off,38
AYESHA204,AYESHA204 - Jewellery-Women,metallic gold-toned sequin & beaded mask chain or sunglass chain,Nan,Rs.,698,349,50% off,38
AYESHA205,AYESHA205 - Jewellery-Women,womens silver plated studded earrings - multi,Nan,Rs.,698,349,50% off,38
AYESHA206,AYESHA206 - Jewellery-Women,"womens western multi-strand silver, black and metallic gold chain and bead necklace - multi",Nan,Rs.,998,499,50% off,38
AYESHA207,AYESHA207 - Jewellery-Women,womens dual colored enamel drop earrings - multi,Nan,Rs.,598,299,50% off,38
AYESHA208,AYESHA208 - Jewellery-Women,womens silver plated earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA209,AYESHA209 - Jewellery-Women,snake mini pendant gold-toned stone studded dainty necklace,Nan,Rs.,799,399,50% off,38
AYESHA210,AYESHA210 - Jewellery-Women,womens antique silver toned circular star cut with blue pearl charms tribal oversized ethnic earrings,Nan,Rs.,398,119,70% off,38
AYESHA211,AYESHA211 - Jewellery-Women,womens hearts and flowers metallic studs set of 6 pairs - multi,Nan,Rs.,298,89,70% off,38
AYESHA212,AYESHA212 - Jewellery-Women,love statement diamante and pearl drop earrings,Nan,Rs.,898,269,70% off,38
AYESHA213,AYESHA213 - Jewellery-Women,womens cool rainbow multi-colour with glitzy silver glitter set of 18 bangles - multi,Nan,Rs.,499,249,50% off,38
AYESHA214,AYESHA214 - Jewellery-Women,mens set of 3 rugged black leather adjustable bracelets with a metallic carved eagle,Nan,Rs.,598,179,70% off,38
AYESHA215,AYESHA215 - Jewellery-Women,"heart, line pendant & sequins studded statement rose gold-toned long layered necklace",Nan,Rs.,1198,359,70% off,38
AYESHA216,AYESHA216 - Jewellery-Women,womens metallic gold hollow circle stud western earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA217,AYESHA217 - Jewellery-Women,womens metallic silver open circular drop diamante studded western earrings,Nan,Rs.,598,299,50% off,38
AYESHA218,AYESHA218 - Jewellery-Women,womens metallic silver bubble hoops western earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA219,AYESHA219 - Jewellery-Women,neon yellow hair clip for girls and women,Nan,Rs.,198,99,50% off,38
AYESHA220,AYESHA220 - Jewellery-Women,womens antique ethnic tribal gold floral jhumka earrings with mantra - multi,Nan,Rs.,698,349,50% off,38
AYESHA221,AYESHA221 - Jewellery-Women,womens asymmetrical pearl lock statement necklace - multi,Nan,Rs.,798,399,50% off,38
AYESHA222,AYESHA222 - Jewellery-Women,mens set of 4 green brown beaded bracelet,Nan,Rs.,0.8,698,10% off,38
AYESHA223,AYESHA223 - Jewellery-Women,mens thick black leather bracelet studded metallic silver bullet tip domes and nut rivets,Nan,Rs.,698,209,70% off,38
AYESHA224,AYESHA224 - Jewellery-Women,"womens multi-strand, colourful ethnic, tribal, boho style eyeglass leather chain necklace with tassels - multi",Nan,Rs.,898,449,50% off,38
AYESHA225,AYESHA225 - Jewellery-Women,womens multi colour stud earrings - set of 10 - multi,Nan,Rs.,298,149,50% off,38
AYESHA226,AYESHA226 - Jewellery-Women,chunky bold textured gold-toned oversized circular drop earrings,Nan,Rs.,399,199,50% off,38
AYESHA227,AYESHA227 - Jewellery-Women,set of three rose gold toned textured open-hoop earrings,Nan,Rs.,798,399,50% off,38
AYESHA228,AYESHA228 - Jewellery-Women,contemporary snake chain and cable chain-link statement gold-toned layered necklace,Nan,Rs.,799,399,50% off,38
AYESHA229,AYESHA229 - Jewellery-Women,womens metallic gold crystal studded diamante tassel drop western statement earrings - yellow,Nan,Rs.,1298,649,50% off,38
AYESHA230,AYESHA230 - Jewellery-Women,dragon mini pendant silver-toned stone studded dainty necklace,Nan,Rs.,699,209,70% off,38
AYESHA231,AYESHA231 - Jewellery-Women,womens silver plated necklace - multi,Nan,Rs.,598,299,50% off,38
AYESHA232,AYESHA232 - Jewellery-Women,set of three classic matte multicolor claw clips,Nan,Rs.,499,249,50% off,38
AYESHA233,AYESHA233 - Jewellery-Women,womens metallic silver diamante tassel drop crystal western earrings - silver,Nan,Rs.,898,449,50% off,38
AYESHA234,AYESHA234 - Jewellery-Women,mens rugged black leather adjustable neck piece with a brass upward arrow pendant,Nan,Rs.,0.9,499,10% off,38
AYESHA235,AYESHA235 - Jewellery-Women,lock and mini flower pendant statement gold-toned chain link layered necklace,Nan,Rs.,1198,599,50% off,38
AYESHA236,AYESHA236 - Jewellery-Women,mens black leather bracelet embossed with a metallic plate,Nan,Rs.,0.9,499,10% off,38
AYESHA237,AYESHA237 - Jewellery-Women,womens metallic gold shaped pendant western necklace - multi,Nan,Rs.,499,249,50% off,38
AYESHA238,AYESHA238 - Jewellery-Women,chunky bold stone studded oversized gold-toned triple drop earrings,Nan,Rs.,599,299,50% off,38
AYESHA239,AYESHA239 - Jewellery-Women,set of 6 bold gold & diamante stud & hoop earrings,Nan,Rs.,798,399,50% off,38
AYESHA240,AYESHA240 - Jewellery-Women,womens metallic gold tribal pink filled circular with pearl drop ethnic earrings,Nan,Rs.,499,149,70% off,38
AYESHA241,AYESHA241 - Jewellery-Women,ethnic oxidized jhumki drop earrings,Nan,Rs.,998,299,70% off,38
AYESHA242,AYESHA242 - Jewellery-Women,set of four metallic gold-toned textured mini claw clips,Nan,Rs.,598,299,50% off,38
AYESHA243,AYESHA243 - Jewellery-Women,mens set of 3 rugged black and brown leather adjustable bracelets with beads,Nan,Rs.,0.8,598,10% off,38
AYESHA244,AYESHA244 - Jewellery-Women,womens metallic silver chain long drop diamante studded western earrings - silver,Nan,Rs.,698,349,50% off,38
AYESHA245,AYESHA245 - Jewellery-Women,oversized chunky statement gold-toned pearl studded claw clip,Nan,Rs.,699,349,50% off,38
AYESHA246,AYESHA246 - Jewellery-Women,womens metallic gold and blue abstract form danglers ethnic earrings - multi,Nan,Rs.,298,149,50% off,38
AYESHA247,AYESHA247 - Jewellery-Women,mens set of 5 rugged tan brown leather adjustable bracelets,Nan,Rs.,798,239,70% off,38
AYESHA248,AYESHA248 - Jewellery-Women,oversized handcrafted ethnic silver-toned mirror circular drop earrings,Nan,Rs.,1398,419,70% off,38
AYESHA249,AYESHA249 - Jewellery-Women,matte black sequence reusable mask with sitra certified filter,Nan,Rs.,999,499,50% off,38
AYESHA250,AYESHA250 - Jewellery-Women,mens set of 3 black and maroon faux leather & beaded bracelets,Nan,Rs.,698,209,70% off,38
AYESHA251,AYESHA251 - Jewellery-Women,womens metallic gold paper clip link triangle pendant western statement necklace - multi,Nan,Rs.,798,399,50% off,38
AYESHA252,AYESHA252 - Jewellery-Women,chunky oversized heavy metallic chain necklace,Nan,Rs.,1298,649,50% off,38
AYESHA253,AYESHA253 - Jewellery-Women,womens antique ethnic tribal oxidized ornate silver circular drop earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA254,AYESHA254 - Jewellery-Women,"womens & girls multilayered long western, boho necklace - yellow",Nan,Rs.,798,399,50% off,38
AYESHA255,AYESHA255 - Jewellery-Women,oversized handcrafted ethnic silver-toned ghungroo hoop earrings,Nan,Rs.,899,269,70% off,38
AYESHA256,AYESHA256 - Jewellery-Women,grey colour necklace for girls and women,Nan,Rs.,1498,749,50% off,38
AYESHA257,AYESHA257 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,598,179,70% off,38
AYESHA258,AYESHA258 - Jewellery-Women,antique silver octagon shaped necklace earring and bracelet set - multi,Nan,Rs.,998,499,50% off,38
AYESHA259,AYESHA259 - Jewellery-Women,womens gold plated stud and drop earrings set of 5 pairs - yellow,Nan,Rs.,598,299,50% off,38
AYESHA260,AYESHA260 - Jewellery-Women,womens circular pendant with pearl charm statement necklace - multi,Nan,Rs.,598,299,50% off,38
AYESHA261,AYESHA261 - Jewellery-Women,womens black metallic silver studded adjustable wrap-around leather bracelet - multi,Nan,Rs.,698,349,50% off,38
AYESHA262,AYESHA262 - Jewellery-Women,womens gold plated earrings - multi,Nan,Rs.,698,349,50% off,38
AYESHA263,AYESHA263 - Jewellery-Women,mens rugged black leather adjustable bracelet with metal charms and beads,Nan,Rs.,0.9,499,10% off,38
AYESHA264,AYESHA264 - Jewellery-Women,oversized metallic ball silver-toned with glitter circular double layered hoop earrings,Nan,Rs.,699,209,70% off,38
AYESHA265,AYESHA265 - Jewellery-Women,"set of 6 gold-toned pearl stud, drop & hoop earrings",Nan,Rs.,798,399,50% off,38
AYESHA266,AYESHA266 - Jewellery-Women,circular rhinestone with oval glittery drop earrings,Nan,Rs.,798,239,70% off,38
AYESHA267,AYESHA267 - Jewellery-Women,womens geometric drop earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA268,AYESHA268 - Jewellery-Women,contemporary oversized white lace hook earrings,Nan,Rs.,499,249,50% off,38
AYESHA269,AYESHA269 - Jewellery-Women,womens black and metallic gold dual hoop oversized western earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA270,AYESHA270 - Jewellery-Women,chunky chain-link gold-toned heart pendant & lock necklace,Nan,Rs.,1298,389,70% off,38
AYESHA271,AYESHA271 - Jewellery-Women,womens silver plated metallic cat drop earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA272,AYESHA272 - Jewellery-Women,chunky statement chain-link triple layered bracelet,Nan,Rs.,798,399,50% off,38
AYESHA273,AYESHA273 - Jewellery-Women,contemporary rhinestone studded metallic circular drop earrings,Nan,Rs.,998,299,70% off,38
AYESHA274,AYESHA274 - Jewellery-Women,set of three gold-toned stud & drop earrings,Nan,Rs.,798,399,50% off,38
AYESHA275,AYESHA275 - Jewellery-Women,womens bold semi-circular oversized drop earrings - multi,Nan,Rs.,698,349,50% off,38
AYESHA276,AYESHA276 - Jewellery-Women,mens set of 4 dark maroon rugged leather adjustable bracelets,Nan,Rs.,798,239,70% off,38
AYESHA277,AYESHA277 - Jewellery-Women,womens square stone encrusted ring - multi,Nan,Rs.,398,119,70% off,38
AYESHA278,AYESHA278 - Jewellery-Women,womens set of 2 cowrie shell charm bracelets - multi,Nan,Rs.,598,299,50% off,38
AYESHA279,AYESHA279 - Jewellery-Women,womens hollow circular jewel stone studded earrings - multi,Nan,Rs.,698,349,50% off,38
AYESHA280,AYESHA280 - Jewellery-Women,womens antique gold oversized team circular star cut with white pearl charms tribal ethnic earrings - yellow,Nan,Rs.,398,119,70% off,38
AYESHA281,AYESHA281 - Jewellery-Women,heartbeat pendants statement gold-toned long layered necklace,Nan,Rs.,1298,389,70% off,38
AYESHA282,AYESHA282 - Jewellery-Women,mens set of 4 black mix of leather beads and thread rugged bracelets,Nan,Rs.,0.8,698,10% off,38
AYESHA283,AYESHA283 - Jewellery-Women,oversized metallic gold-toned with silver glitter circular double layered hoop earrings,Nan,Rs.,699,209,70% off,38
AYESHA284,AYESHA284 - Jewellery-Women,womens stone studded drop earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA285,AYESHA285 - Jewellery-Women,womens silver plated earrings - multi,Nan,Rs.,298,89,70% off,38
AYESHA286,AYESHA286 - Jewellery-Women,womens metallic gold silver set of 4 diamante studded western earrings - yellow,Nan,Rs.,298,149,50% off,38
AYESHA287,AYESHA287 - Jewellery-Women,"womens metallic gold pearl studded hair pin, earrings and pendant western necklace set",Nan,Rs.,898,449,50% off,38
AYESHA288,AYESHA288 - Jewellery-Women,womens set of 6 metallic black and white different size hoops western earrings - multi,Nan,Rs.,499,249,50% off,38
AYESHA289,AYESHA289 - Jewellery-Women,womens stone studded silver plated drop earrings - multi,Nan,Rs.,598,299,50% off,38
AYESHA290,AYESHA290 - Jewellery-Women,womens metallic silver glitter set of 24 bridal bangles - multi,Nan,Rs.,598,299,50% off,38
AYESHA291,AYESHA291 - Jewellery-Women,womens star drop earrings - multi,Nan,Rs.,398,199,50% off,38
AYESHA292,AYESHA292 - Jewellery-Women,ethnic gold peacock drop earrings,Nan,Rs.,998,299,70% off,38
